race,sex,workclass,age,education_num,hours_per_week,capital_gain
White,Male,Self-Emp-Not-Inc,38.0,9.0,50.0,0
White,Male,Private,56.0,4.0,40.0,0
White,Female,Private,27.0,9.0,40.0,0
White,Male,Private,30.0,14.0,45.0,0
White,Female,Private,46.0,11.0,36.0,0
White,Female,Self-Emp-Not-Inc,53.0,4.0,80.0,0
Black,Female,Private,29.0,9.0,40.0,0
White,Male,Private,25.0,9.0,37.0,0
Black,Female,Local-Gov,22.0,10.0,40.0,0
White,Male,Private,51.0,13.0,60.0,0
White,Female,Private,19.0,9.0,50.0,0
White,Male,Private,19.0,9.0,20.0,0
Asian-Pac-Islander,Male,Private,35.0,10.0,20.0,4650
White,Male,Local-Gov,38.0,10.0,40.0,0
Black,Female,Private,20.0,9.0,35.0,0
White,Male,Local-Gov,73.0,6.0,5.0,0
White,Male,Private,23.0,12.0,40.0,0
White,Male,Self-Emp-Not-Inc,32.0,7.0,80.0,0
White,Male,Private,55.0,13.0,60.0,7298
Black,Female,Self-Emp-Not-Inc,40.0,12.0,2.0,0
White,Male,Private,52.0,6.0,41.0,0
White,Male,Private,31.0,9.0,50.0,0
White,Male,Private,26.0,13.0,30.0,0
White,Male,Self-Emp-Not-Inc,58.0,10.0,60.0,0
Black,Male,Private,44.0,9.0,30.0,0
White,Female,Local-Gov,76.0,9.0,40.0,0
White,Female,Private,21.0,12.0,40.0,594
Asian-Pac-Islander,Male,Self-Emp-Not-Inc,34.0,13.0,55.0,0
Black,Female,Private,34.0,9.0,40.0,1471
White,Male,Private,38.0,9.0,50.0,594
White,unknown,Private,41.0,9.0,40.0,0
White,Male,Self-Emp-Not-Inc,26.0,13.0,40.0,0
White,Female,Private,45.0,13.0,40.0,0
White,Female,Private,37.0,9.0,37.0,0
White,Female,Federal-Gov,59.0,9.0,40.0,0
White,Male,Private,49.0,11.0,40.0,5013
Black,Male,Private,30.0,13.0,40.0,0
White,Male,Private,32.0,6.0,40.0,0
Black,Male,State-Gov,42.0,10.0,40.0,0
White,Male,Private,59.0,6.0,40.0,0
White,Male,Private,49.0,9.0,40.0,5013
White,Male,Private,49.0,13.0,25.0,0
White,Male,Self-Emp-Not-Inc,58.0,9.0,60.0,0
White,Male,Federal-Gov,50.0,9.0,40.0,0
White,Male,Self-Emp-Not-Inc,35.0,10.0,60.0,0
Black,Female,Private,24.0,9.0,37.0,0
White,Male,Private,22.0,13.0,40.0,0
White,Male,Self-Emp-Inc,74.0,10.0,35.0,0
White,Male,Self-Emp-Inc,70.0,15.0,35.0,0
White,Female,Private,37.0,4.0,40.0,0
White,Male,Private,65.0,13.0,20.0,0
White,Female,Private,20.0,9.0,25.0,0
White,Male,Private,57.0,13.0,40.0,0
White,Male,Local-Gov,44.0,13.0,40.0,0
White,Male,Private,39.0,9.0,60.0,0
Asian-Pac-Islander,Male,Private,35.0,13.0,50.0,0
Amer-Indian-Eskimo,Female,Federal-Gov,41.0,10.0,40.0,0
White,Male,Private,47.0,10.0,50.0,0
White,Male,Private,66.0,10.0,24.0,0
White,Male,Private,41.0,13.0,55.0,7688
Amer-Indian-Eskimo,Female,Private,63.0,13.0,56.0,0
White,Male,Private,35.0,14.0,45.0,0
White,Male,Private,24.0,7.0,50.0,0
White,Male,Self-Emp-Inc,50.0,14.0,55.0,0
White,Female,Private,20.0,6.0,30.0,0
White,Female,Private,50.0,4.0,30.0,0
White,Male,Private,26.0,13.0,45.0,0
White,Female,Private,21.0,9.0,35.0,1055
White,Male,State-Gov,48.0,10.0,40.0,0
White,Female,Private,31.0,10.0,40.0,0
White,Male,Local-Gov,61.0,9.0,48.0,0
White,Male,Private,66.0,10.0,20.0,0
White,Male,Self-Emp-Not-Inc,63.0,13.0,30.0,0
White,Female,State-Gov,29.0,10.0,40.0,0
White,Male,Private,28.0,12.0,40.0,0
White,Female,Private,31.0,7.0,36.0,0
Black,Male,Self-Emp-Not-Inc,22.0,10.0,55.0,99999
White,Male,Private,30.0,10.0,56.0,0
White,Male,Private,55.0,10.0,65.0,0
White,Female,Private,20.0,9.0,20.0,0
White,unknown,Private,19.0,8.0,15.0,0
White,Female,Private,33.0,12.0,40.0,0
Asian-Pac-Islander,Female,Private,19.0,7.0,40.0,0
White,unknown,Private,27.0,9.0,50.0,0
White,Male,Private,37.0,10.0,45.0,0
Black,Male,Private,26.0,8.0,40.0,0
White,Male,Private,22.0,9.0,20.0,0
White,Male,Private,52.0,10.0,45.0,0
White,Male,Private,18.0,9.0,20.0,0
Black,Male,State-Gov,25.0,13.0,40.0,0
White,Female,Private,18.0,10.0,25.0,0
White,Male,Private,34.0,13.0,48.0,0
White,Male,Private,56.0,9.0,35.0,0
White,Male,Private,63.0,9.0,16.0,0
Asian-Pac-Islander,unknown,Private,61.0,3.0,40.0,7298
White,Male,Private,35.0,12.0,45.0,0
White,Male,State-Gov,51.0,14.0,60.0,0
White,Female,Self-Emp-Not-Inc,61.0,11.0,40.0,0
White,Male,Private,20.0,10.0,15.0,0
White,Male,Self-Emp-Inc,47.0,9.0,60.0,0
Black,Female,Federal-Gov,37.0,12.0,40.0,0
White,Male,Self-Emp-Not-Inc,37.0,9.0,72.0,0
White,Male,Private,29.0,9.0,35.0,0
White,Female,Local-Gov,44.0,12.0,56.0,0
White,Male,Self-Emp-Inc,32.0,9.0,40.0,7688
White,Male,State-Gov,23.0,3.0,35.0,0
White,Female,Private,24.0,13.0,45.0,7688
White,Male,Self-Emp-Not-Inc,22.0,10.0,35.0,0
White,Female,State-Gov,36.0,13.0,40.0,0
White,Female,Local-Gov,36.0,11.0,60.0,0
Black,Female,Private,23.0,6.0,40.0,0
Black,Male,Federal-Gov,53.0,9.0,40.0,0
White,Male,Private,35.0,7.0,35.0,0
White,Male,State-Gov,26.0,10.0,40.0,0
Asian-Pac-Islander,Male,Private,35.0,13.0,32.0,0
White,Female,Private,50.0,7.0,40.0,0
White,Male,Private,55.0,9.0,20.0,0
White,Male,Private,45.0,14.0,43.0,0
Other,Male,Private,37.0,4.0,40.0,0
Black,Male,Private,46.0,6.0,40.0,0
White,Male,Private,20.0,7.0,39.0,0
White,Male,Private,24.0,12.0,20.0,0
White,Male,Self-Emp-Not-Inc,51.0,9.0,40.0,0
White,Female,Private,20.0,9.0,30.0,0
White,Male,Local-Gov,35.0,13.0,40.0,0
White,Male,Local-Gov,42.0,13.0,45.0,0
White,Female,Private,57.0,9.0,30.0,0
White,Male,Private,58.0,10.0,20.0,0
Asian-Pac-Islander,Male,Private,42.0,9.0,40.0,0
White,Male,Private,46.0,13.0,45.0,0
Black,Male,Private,55.0,6.0,40.0,2580
White,Male,Private,24.0,11.0,45.0,0
White,Male,Local-Gov,36.0,13.0,40.0,0
White,Male,Private,55.0,10.0,40.0,0
White,Female,Private,44.0,13.0,56.0,0
White,Female,Private,37.0,3.0,40.0,0
White,unknown,Private,21.0,9.0,30.0,0
White,Male,State-Gov,53.0,16.0,50.0,7688
Black,Male,Federal-Gov,39.0,9.0,40.0,0
Asian-Pac-Islander,Female,State-Gov,29.0,13.0,15.0,0
White,Female,Private,19.0,10.0,32.0,0
White,Male,Private,22.0,7.0,70.0,0
White,Female,Private,21.0,10.0,38.0,0
White,Male,Self-Emp-Not-Inc,49.0,9.0,60.0,0
White,Male,Private,44.0,13.0,48.0,15024
White,Female,Local-Gov,27.0,13.0,60.0,0
White,Male,Self-Emp-Not-Inc,50.0,13.0,50.0,0
White,Male,Private,59.0,9.0,55.0,0
White,Male,Self-Emp-Not-Inc,38.0,15.0,60.0,0
White,Male,Self-Emp-Not-Inc,42.0,10.0,60.0,0
White,Male,Private,39.0,3.0,40.0,0
White,Male,State-Gov,32.0,13.0,52.0,0
Black,Female,Private,41.0,9.0,38.0,0
White,Male,Local-Gov,52.0,14.0,40.0,0
White,Male,Private,27.0,11.0,44.0,0
White,Female,Private,28.0,11.0,40.0,0
Black,Male,Private,49.0,13.0,40.0,0
White,Male,Private,27.0,16.0,52.0,0
White,Female,Private,42.0,11.0,30.0,0
White,Male,State-Gov,22.0,10.0,20.0,0
Black,Male,Private,19.0,6.0,25.0,0
White,Male,Private,39.0,9.0,40.0,2174
Other,Male,Private,38.0,10.0,40.0,0
White,Male,Private,48.0,12.0,50.0,0
White,Male,Private,26.0,10.0,60.0,0
White,Male,Private,26.0,8.0,40.0,0
White,Male,Private,49.0,14.0,45.0,0
White,Female,Private,58.0,10.0,39.0,0
White,Female,Private,30.0,13.0,40.0,0
White,Female,Private,36.0,10.0,45.0,0
Black,Female,Private,25.0,12.0,45.0,0
Black,Female,Private,38.0,14.0,35.0,0
White,Male,Local-Gov,64.0,4.0,10.0,0
White,Female,Self-Emp-Not-Inc,35.0,3.0,15.0,0
White,Male,Private,33.0,6.0,80.0,0
White,Male,Private,27.0,16.0,40.0,0
White,Female,Private,36.0,14.0,40.0,0
Black,unknown,Private,43.0,9.0,38.0,0
White,Male,Private,63.0,10.0,15.0,5013
White,Male,Private,54.0,14.0,44.0,0
White,Male,Private,45.0,13.0,50.0,0
Asian-Pac-Islander,Male,Private,33.0,11.0,10.0,0
White,Male,Private,54.0,1.0,60.0,0
Black,Male,Private,30.0,10.0,25.0,0
White,Male,Private,35.0,14.0,50.0,0
Black,Female,Private,20.0,9.0,25.0,0
White,Female,Private,46.0,14.0,40.0,0
White,Male,Private,25.0,8.0,40.0,0
White,Male,Private,58.0,10.0,40.0,99999
White,Female,Private,20.0,10.0,40.0,0
White,Male,Self-Emp-Not-Inc,47.0,13.0,44.0,0
White,Male,Self-Emp-Not-Inc,56.0,10.0,50.0,0
White,Male,Private,44.0,10.0,47.0,0
White,Male,Private,24.0,10.0,40.0,0
Asian-Pac-Islander,Female,Private,41.0,13.0,5.0,0
White,unknown,Local-Gov,17.0,6.0,40.0,0
White,Male,Self-Emp-Not-Inc,51.0,9.0,84.0,0
Black,Female,Private,46.0,13.0,40.0,0
White,Male,Private,21.0,10.0,50.0,0
White,Male,Self-Emp-Inc,53.0,11.0,40.0,0
White,Male,Self-Emp-Inc,30.0,10.0,50.0,0
White,Male,Private,25.0,9.0,48.0,0
White,Female,Private,38.0,9.0,48.0,0
White,Male,Private,57.0,10.0,25.0,0
White,Female,Self-Emp-Not-Inc,28.0,9.0,40.0,0
Black,Female,Private,45.0,5.0,40.0,0
White,Female,Private,24.0,10.0,30.0,5060
White,Female,Private,28.0,9.0,45.0,0
White,Male,Federal-Gov,49.0,9.0,46.0,0
White,Male,Local-Gov,29.0,12.0,72.0,0
White,Female,Private,57.0,12.0,40.0,0
White,unknown,Private,50.0,10.0,40.0,0
Asian-Pac-Islander,Male,Private,39.0,10.0,84.0,0
White,Male,Private,26.0,9.0,42.0,0
Black,Female,Private,37.0,10.0,48.0,0
White,Male,Private,49.0,6.0,40.0,0
White,Male,Self-Emp-Inc,25.0,9.0,60.0,0
White,Female,Self-Emp-Not-Inc,45.0,10.0,35.0,0
White,Male,Private,29.0,11.0,60.0,0
White,Male,Private,50.0,4.0,40.0,0
White,Male,Self-Emp-Inc,56.0,11.0,54.0,0
White,Male,Private,30.0,11.0,36.0,0
White,Male,Private,54.0,13.0,40.0,0
Black,Male,Local-Gov,66.0,16.0,35.0,20051
White,Female,Private,30.0,10.0,35.0,0
White,Male,Self-Emp-Not-Inc,38.0,14.0,70.0,0
White,Male,Private,47.0,10.0,45.0,0
White,Female,Private,69.0,4.0,40.0,0
White,Male,Local-Gov,20.0,10.0,38.0,0
White,Female,Private,49.0,12.0,40.0,2597
Black,Female,Local-Gov,38.0,10.0,40.0,0
White,Female,Private,32.0,11.0,40.0,0
White,Male,State-Gov,24.0,12.0,30.0,0
Asian-Pac-Islander,Male,Private,35.0,13.0,40.0,0
White,Male,State-Gov,23.0,9.0,38.0,0
White,Male,Private,45.0,15.0,60.0,0
White,Female,Private,23.0,9.0,16.0,0
White,Male,Federal-Gov,23.0,9.0,8.0,0
White,Male,Private,33.0,13.0,51.0,0
White,Male,Private,19.0,10.0,60.0,0
White,Male,Private,64.0,9.0,25.0,0
White,Female,Private,30.0,11.0,40.0,0
White,Female,Private,37.0,9.0,25.0,0
White,Male,Private,69.0,15.0,35.0,0
White,Male,Self-Emp-Not-Inc,37.0,9.0,60.0,0
White,Female,Private,43.0,9.0,30.0,0
Black,Male,Private,29.0,11.0,23.0,0
Black,Male,Local-Gov,44.0,9.0,40.0,0
White,Male,Private,67.0,10.0,15.0,10566
White,Male,Private,27.0,9.0,37.0,0
White,Male,Private,21.0,6.0,25.0,0
White,Male,Private,40.0,9.0,50.0,0
White,Male,Private,33.0,10.0,60.0,0
White,Female,Local-Gov,43.0,14.0,40.0,0
White,Female,State-Gov,22.0,10.0,15.0,0
White,Male,Private,22.0,6.0,40.0,0
White,Male,State-Gov,52.0,10.0,50.0,0
Black,Female,Private,47.0,10.0,35.0,0
White,Male,Private,35.0,6.0,70.0,0
White,Male,Private,24.0,10.0,50.0,0
White,Male,Private,38.0,6.0,40.0,0
White,Female,Private,52.0,13.0,50.0,0
White,Male,Private,21.0,10.0,15.0,0
White,Male,Private,33.0,12.0,60.0,0
White,Male,Private,50.0,3.0,55.0,0
White,Male,Local-Gov,68.0,11.0,24.0,0
White,Male,Self-Emp-Not-Inc,30.0,9.0,85.0,0
White,Male,Private,41.0,9.0,43.0,7688
White,Male,Private,41.0,10.0,40.0,0
White,Male,Private,57.0,10.0,40.0,0
White,Male,Private,60.0,9.0,20.0,0
White,Female,Private,75.0,9.0,14.0,2653
White,Male,State-Gov,24.0,12.0,50.0,0
White,Female,Self-Emp-Not-Inc,24.0,9.0,40.0,0
White,unknown,Private,56.0,9.0,40.0,0
White,unknown,Private,24.0,10.0,20.0,0
White,Male,Private,41.0,9.0,45.0,0
White,Female,Private,22.0,10.0,13.0,0
White,Male,Private,27.0,9.0,50.0,0
White,Male,Local-Gov,26.0,13.0,40.0,1055
White,Male,Private,41.0,13.0,50.0,0
White,Male,Private,45.0,9.0,60.0,0
White,Female,Private,39.0,9.0,50.0,0
White,Female,Private,34.0,9.0,24.0,0
White,Female,Private,19.0,7.0,15.0,0
White,Male,Self-Emp-Not-Inc,33.0,10.0,48.0,0
White,Female,Private,70.0,11.0,35.0,0
Asian-Pac-Islander,Male,Private,43.0,9.0,40.0,0
White,Male,Private,18.0,8.0,30.0,0
White,Female,Private,17.0,6.0,24.0,0
White,Male,Local-Gov,41.0,12.0,50.0,0
White,Male,Private,63.0,13.0,40.0,0
White,Male,Private,27.0,9.0,20.0,0
White,Male,Private,37.0,13.0,45.0,0
White,Male,Self-Emp-Not-Inc,74.0,10.0,4.0,0
White,unknown,Private,29.0,10.0,40.0,0
Black,Female,Private,25.0,10.0,40.0,0
White,Female,Private,49.0,9.0,36.0,0
White,Female,Self-Emp-Not-Inc,43.0,9.0,20.0,0
Black,Male,Private,33.0,9.0,40.0,0
White,Male,Self-Emp-Not-Inc,59.0,9.0,60.0,0
White,Male,Local-Gov,24.0,10.0,60.0,0
White,Male,Private,45.0,9.0,40.0,5013
Asian-Pac-Islander,Male,Self-Emp-Not-Inc,31.0,14.0,40.0,0
Asian-Pac-Islander,Male,Local-Gov,38.0,13.0,40.0,0
White,Male,Private,23.0,10.0,45.0,0
White,Male,State-Gov,49.0,9.0,40.0,0
White,Male,Private,57.0,9.0,50.0,0
Amer-Indian-Eskimo,Male,Private,36.0,7.0,65.0,0
White,Male,Private,43.0,9.0,42.0,0
White,Female,Private,46.0,9.0,40.0,14344
White,Male,Self-Emp-Not-Inc,51.0,9.0,70.0,0
White,unknown,Self-Emp-Inc,61.0,6.0,40.0,7688
Black,Male,Private,40.0,13.0,35.0,0
White,Male,Self-Emp-Not-Inc,40.0,11.0,40.0,0
White,Male,Self-Emp-Inc,43.0,9.0,40.0,0
White,Male,Local-Gov,35.0,14.0,60.0,0
White,Female,Private,30.0,9.0,38.0,0
White,Male,Local-Gov,56.0,14.0,35.0,0
White,Female,Private,26.0,9.0,50.0,0
White,Male,Self-Emp-Not-Inc,30.0,10.0,60.0,0
Black,Male,State-Gov,58.0,9.0,40.0,0
White,Male,Private,20.0,10.0,12.0,0
White,Male,Private,51.0,10.0,45.0,0
White,Male,Private,72.0,9.0,4.0,3818
White,Female,Private,47.0,3.0,40.0,0
White,Female,Private,21.0,7.0,35.0,0
White,Female,State-Gov,49.0,13.0,45.0,0
White,Male,Private,55.0,14.0,40.0,0
White,Male,Private,43.0,10.0,60.0,15024
White,Male,Private,42.0,11.0,37.0,0
White,unknown,Private,31.0,7.0,20.0,0
White,Male,Private,45.0,14.0,50.0,0
White,Male,Self-Emp-Inc,56.0,15.0,45.0,99999
Black,Male,Federal-Gov,40.0,10.0,40.0,0
White,Male,Private,45.0,9.0,40.0,3103
White,Male,Federal-Gov,30.0,13.0,60.0,0
Asian-Pac-Islander,Male,Private,42.0,10.0,40.0,0
Other,unknown,Private,66.0,9.0,35.0,0
Black,Female,Private,27.0,10.0,40.0,0
Black,Male,Private,43.0,12.0,40.0,0
White,Male,Private,43.0,10.0,48.0,0
White,Female,Private,69.0,9.0,30.0,0
White,unknown,Self-Emp-Not-Inc,25.0,9.0,40.0,0
Other,Male,Federal-Gov,47.0,13.0,40.0,0
White,Male,Private,34.0,9.0,80.0,2885
White,unknown,Private,43.0,13.0,40.0,0
White,Male,Private,36.0,6.0,40.0,0
White,Male,Private,71.0,10.0,30.0,3432
